,player,all_nba,all_star,draft_yr,pk,team,college,yrs,games,minutes_played,pts,trb,ast,fg_percentage,tp_percentage,ft_percentage,minutes_per_game,points_per_game,trb_per_game,assists_per_game,win_share,ws_per_game,bpm,vorp,attend_college
982,Scott Burrell,0,0,1993,20,NOH,University of Connecticut,8,383,7592,2647,1332,527,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.10400000000000001,1.2,6.1,1
983,Darrin Hancock,0,0,1994,38,NOH,University of Kansas,3,133,1395,467,169,89,0.53,0.33299999999999996,0.579,10.5,3.5,1.3,0.7,1.1,0.038,-3.4,-0.5,1
984,Joe Smith,0,0,1995,1,GSW,University of Maryland,16,1030,27022,11208,6575,1010,0.455,0.23800000000000002,0.79,26.2,10.9,6.4,1.0,60.3,0.107,-1.1,5.9,1
985,Andrew DeClercq,0,0,1995,34,GSW,University of Florida,10,587,9847,2815,2488,339,0.507,0.0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,-1.0,2.4,1
986,Dwayne Whitfield,0,0,1995,40,GSW,Jackson State University,1,8,122,40,25,2,0.433,0.0,0.636,15.3,5.0,3.1,0.3,0.0,0.01,-8.5,-0.2,1
987,Martin Lewis,0,0,1995,50,GSW,Seward County Community College,2,25,239,89,35,7,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026000000000000002,-5.8,-0.2,1
988,Michael McDonald,0,0,1995,55,GSW,University of New Orleans,1,1,4,0,1,0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,-0.1,-0.638,-23.4,0.0,1
989,Todd Fuller,0,0,1996,11,GSW,North Carolina State University,5,225,2500,835,674,46,0.42200000000000004,0.0,0.6679999999999999,11.1,3.7,3.0,0.2,2.2,0.040999999999999995,-7.1,-3.2,1
990,Marcus Mann,0,0,1996,40,GSW,Mississippi Valley State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
991,Fran Vazquez,0,0,2005,11,ORL,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
992,Travis Diener,0,0,2005,38,ORL,Marquette University,5,179,2660,854,243,432,0.38799999999999996,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-1.8,0.1,1
993,Martynas Andriuskevicius,0,0,2005,44,ORL,0,1,6,9,0,4,0,0.0,0.0,0.0,1.5,0.0,0.7,0.0,0.0,0.155,0.1,0.0,0
994,Kurt Thomas,0,0,1995,10,MIA,Texas Christian University,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.1,13.2,1
995,George Banks,0,0,1995,46,MIA,University of Texas at El Paso,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
996,Andrew Wiggins,0,0,2014,1,CLE,University of Kansas,2,163,5814,3062,666,334,0.449,0.304,0.76,35.7,18.8,4.1,2.0,6.2,0.051,-2.2,-0.3,1
997,Joe Harris,0,0,2014,33,CLE,University of Virginia,2,56,508,139,44,28,0.395,0.364,0.6,9.1,2.5,0.8,0.5,0.2,0.017,-4.6,-0.3,1
998,Tyus Jones,0,0,2015,24,CLE,Duke University,1,37,573,156,47,108,0.359,0.302,0.718,15.5,4.2,1.3,2.9,0.3,0.027000000000000003,-3.7,-0.3,1
999,Sir'Dominic Pointer,0,0,2015,53,CLE,St. John's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1000,Ricky Rubio,0,0,2009,5,MIN,0,5,278,8748,2817,1193,2309,0.368,0.318,0.815,31.5,10.1,4.3,8.3,17.1,0.094,1.4,7.5,0
1001,Jonny Flynn,0,0,2009,6,MIN,Syracuse University,3,163,3738,1504,307,634,0.4,0.33799999999999997,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.9,-2.7,1
1002,Ty Lawson,0,0,2009,18,MIN,University of North Carolina,7,482,14356,6296,1327,2982,0.461,0.366,0.7659999999999999,29.8,13.1,2.8,6.2,38.9,0.13,0.9,10.6,1
1003,Wayne Ellington,0,0,2009,28,MIN,University of North Carolina,7,453,8882,3221,959,490,0.41100000000000003,0.376,0.848,19.6,7.1,2.1,1.1,7.4,0.04,-3.1,-2.5,1
1004,Nick Calathes,0,0,2009,45,MIN,University of Florida,2,129,2011,590,243,353,0.441,0.28800000000000003,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6,1
1005,Henk Norel,0,0,2009,47,MIN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1006,Wesley Johnson,0,0,2010,4,MIN,Syracuse University,6,429,10642,3518,1455,538,0.408,0.344,0.747,24.8,8.2,3.4,1.3,8.2,0.037000000000000005,-1.2,2.2,1
1007,Luke Babbitt,0,0,2010,16,MIN,"University of Nevada, Reno",6,263,3552,1235,609,157,0.40700000000000003,0.40299999999999997,0.7440000000000001,13.5,4.7,2.3,0.6,4.5,0.06,-2.9,-0.8,1
1008,Trevor Booker,0,0,2010,23,MIN,Clemson University,6,393,7960,2542,2043,346,0.515,0.311,0.617,20.3,6.5,5.2,0.9,20.1,0.121,0.3,4.7,1
1009,Paulao Prestes,0,0,2010,45,MIN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1010,Hamady N'Diaye,0,0,2010,56,MIN,Rutgers University,3,33,157,20,25,3,0.467,0.0,0.462,4.8,0.6,0.8,0.1,0.0,0.013000000000000001,-4.9,-0.1,1
1011,Derrick Williams,0,0,2011,2,MIN,University of Arizona,5,376,8051,3503,1562,265,0.433,0.299,0.715,21.4,9.3,4.2,0.7,13.0,0.078,-3.1,-2.2,1
1012,Donatas Motiejunas,0,0,2011,20,MIN,0,4,214,4074,1676,848,236,0.475,0.308,0.612,19.0,7.8,4.0,1.1,7.0,0.083,-1.8,0.2,0
1013,Robbie Hummel,0,0,2012,58,MIN,Purdue University,2,98,1397,379,266,50,0.418,0.34299999999999997,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3,1
1014,Bob McCann,0,0,1987,32,MIL,Morehead State University,5,178,2385,739,468,104,0.479,0.2,0.5770000000000001,13.4,4.2,2.6,0.6,2.0,0.040999999999999995,-3.3,-0.8,1
1015,Winston Garland,0,0,1987,40,MIL,Missouri State University,7,511,13391,4799,1433,2421,0.43,0.281,0.83,26.2,9.4,2.8,4.7,14.2,0.051,-1.8,0.5,1
1016,J. J. Weber,0,0,1987,64,MIL,University of Wisconsin,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1017,Darryl Bedford,0,0,1987,87,MIL,Austin Peay State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1018,Brian Vaughns,0,0,1987,110,MIL,"University of California, Santa Barbara",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1019,Gay Elmore,0,0,1987,133,MIL,Virginia Military Institute,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1020,Jeff Grayer,0,0,1988,13,MIL,Iowa State University,9,438,8277,3257,1294,635,0.457,0.255,0.6629999999999999,18.9,7.4,3.0,1.4,9.0,0.052000000000000005,-2.6,-1.3,1
1021,Tito Horford,0,0,1988,39,MIL,University of Miami,3,63,376,93,84,5,0.3,0.0,0.628,6.0,1.5,1.3,0.1,-0.5,-0.069,-10.1,-0.8,1
1022,Mike Jones,0,0,1988,63,MIL,Auburn University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1023,Frank Kornet,0,0,1989,30,MIL,Vanderbilt University,2,89,595,171,95,30,0.369,0.263,0.596,6.7,1.9,1.1,0.3,0.0,-0.004,-6.0,-0.6,1
1024,Terry Mills,0,0,1990,16,MIL,University of Michigan,11,678,16422,7175,3680,891,0.457,0.384,0.7809999999999999,24.2,10.6,5.4,1.3,33.3,0.09699999999999999,-0.7,5.5,1
1025,Steve Henson,0,0,1990,44,MIL,Kansas State University,7,238,2282,739,176,465,0.40299999999999997,0.43200000000000005,0.8690000000000001,9.6,3.1,0.7,2.0,3.8,0.079,-3.9,-1.1,1
1026,Kevin Brooks,0,0,1991,18,MIL,University of Louisiana at Lafayette,3,126,1031,417,141,48,0.401,0.2,0.8590000000000001,8.2,3.3,1.1,0.4,-0.1,-0.004,-7.9,-1.5,1
1027,Bobby Phills,0,0,1991,45,MIL,Southern University and A&M College,9,467,13426,5153,1469,1246,0.44299999999999995,0.39,0.738,28.7,11.0,3.1,2.7,27.2,0.09699999999999999,0.5,8.6,1
1028,Josh Harrellson,0,0,2011,45,NOH,University of Kentucky,3,75,888,265,227,26,0.43799999999999994,0.34700000000000003,0.629,11.8,3.5,3.0,0.3,2.1,0.11599999999999999,-0.7,0.3,1
1029,Anthony Davis,1,3,2012,1,NOH,University of Kentucky,4,260,8823,5398,2518,433,0.516,0.281,0.78,33.9,20.8,9.7,1.7,37.7,0.205,4.2,13.8,1
1030,Austin Rivers,0,0,2012,10,NOH,Duke University,4,273,5784,2030,520,541,0.408,0.32899999999999996,0.637,21.2,7.4,1.9,2.0,2.9,0.024,-3.6,-2.4,1
1031,Darius Miller,0,0,2012,46,NOH,University of Kentucky,3,102,1460,320,131,89,0.42,0.35100000000000003,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2,1
1032,Nerlens Noel,0,0,2013,6,NOH,University of Kentucky,2,142,4276,1491,1153,250,0.49,0.5,0.6,30.1,10.5,8.1,1.8,7.0,0.079,0.7,3.0,1
1033,Noah Vonleh,0,0,2014,9,NOH,Indiana University,2,103,1433,366,391,34,0.415,0.271,0.727,13.9,3.6,3.8,0.3,1.6,0.054000000000000006,-4.3,-0.8,1
1034,Shabazz Napier,0,0,2014,24,NOH,University of Connecticut,2,106,1612,464,168,227,0.361,0.34700000000000003,0.762,15.2,4.4,1.6,2.1,0.6,0.016,-3.5,-0.6,1
1035,Dwight Powell,0,0,2014,45,NOH,Stanford University,2,98,1228,489,323,53,0.488,0.185,0.743,12.5,5.0,3.3,0.5,3.7,0.145,-0.4,0.5,1
1036,Branden Dawson,0,0,2015,56,NOH,Michigan State University,1,6,29,5,4,0,0.4,0.0,1.0,4.8,0.8,0.7,0.0,0.0,0.069,-6.6,0.0,1
1037,Shabazz Muhammad,0,0,2013,14,UTA,"University of California, Los Angeles",3,157,2838,1518,474,102,0.473,0.313,0.738,18.1,9.7,3.0,0.6,5.0,0.085,-3.6,-1.2,1
1038,Gorgui Dieng,0,0,2013,21,UTA,University of Louisville,3,215,5231,1823,1494,328,0.516,0.29600000000000004,0.778,24.3,8.5,6.9,1.5,13.0,0.11900000000000001,2.2,5.5,1
1039,Erick Green,0,0,2013,46,UTA,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,0.377,0.28800000000000003,0.857,8.7,3.1,0.7,0.8,0.1,0.011000000000000001,-5.1,-0.3,1
1040,Dante Exum,0,0,2014,5,UTA,0,1,82,1817,393,131,198,0.349,0.314,0.625,22.2,4.8,1.6,2.4,-0.1,-0.003,-3.8,-0.8,0
1041,Rodney Hood,0,0,2014,23,UTA,Duke University,2,129,3605,1582,384,296,0.418,0.36,0.8320000000000001,27.9,12.3,3.0,2.3,8.1,0.10800000000000001,0.2,2.0,1
1042,Jarnell Stokes,0,0,2014,35,UTA,University of Tennessee,2,26,144,64,38,5,0.5710000000000001,0.0,0.5329999999999999,5.5,2.5,1.5,0.2,0.6,0.18899999999999997,0.3,0.1,1
1043,Trey Lyles,0,0,2015,12,UTA,University of Kentucky,1,80,1382,488,299,59,0.43799999999999994,0.38299999999999995,0.695,17.3,6.1,3.7,0.7,2.3,0.079,-2.8,-0.3,1
1044,Olivier Hanlan,0,0,2015,42,UTA,Boston College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1045,Dani Diez,0,0,2015,54,UTA,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1046,Louis Orr,0,0,1980,29,IND,Syracuse University,8,569,13353,5545,2117,853,0.46799999999999997,0.083,0.787,23.5,9.7,3.7,1.5,25.7,0.09300000000000001,-0.4,5.4,1
1047,Kenny Natt,0,0,1980,30,IND,University of Louisiana at Monroe,3,49,388,150,40,41,0.41700000000000004,0.2,0.621,7.9,3.1,0.8,0.8,-0.2,-0.026000000000000002,-7.4,-0.5,1
1048,Dick Miller,0,0,1980,40,IND,University of Toledo,1,8,53,8,7,5,0.444,0.0,0.0,6.6,1.0,0.9,0.6,-0.1,-0.102,-6.3,-0.1,1
1049,Rich Branning,0,0,1980,78,IND,University of Notre Dame,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1050,Joe Galvin,0,0,1980,100,IND,Illinois State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1051,Randy Owens,0,0,1980,124,IND,Philadelphia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1052,Charles Naddaff,0,0,1980,146,IND,Lafayette College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1053,Steve Stielper,0,0,1980,167,IND,James Madison University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1054,Scott Rogers,0,0,1980,186,IND,Kenyon College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1055,John Bates,0,0,1980,204,IND,West Virginia Wesleyan College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1056,Reggie Bullock,0,0,2013,25,LAC,University of North Carolina,3,116,1162,306,172,47,0.381,0.34299999999999997,0.818,10.0,2.6,1.5,0.4,1.5,0.061,-2.7,-0.2,1
1057,C.J. Wilcox,0,0,2014,28,LAC,University of Washington,2,44,268,111,19,18,0.40399999999999997,0.381,0.7859999999999999,6.1,2.5,0.4,0.4,0.3,0.047,-3.8,-0.1,1
1058,Mickey Dillard,0,0,1981,55,CLE,Florida State University,1,33,221,73,15,34,0.36700000000000005,0.0,0.652,6.7,2.2,0.5,1.0,-0.2,-0.051,-7.4,-0.3,1
1059,Russell Bowers,0,0,1981,59,CLE,American University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1060,Ethan Martin,0,0,1981,74,CLE,Louisiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1061,Ken Page,0,0,1981,96,CLE,University of New Mexico,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1062,Aaron Strayhorn,0,0,1981,120,CLE,University of Hawaii,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1063,Andre Smith,0,0,1981,142,CLE,University of Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1064,Glen Marcus,0,0,1981,166,CLE,University of Alabama at Birmingham,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1065,Paul Roba,0,0,1981,187,CLE,Cleveland State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1066,Greg Boone,0,0,1981,208,CLE,Augsburg College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1067,John Bagley,0,0,1982,12,CLE,Boston College,11,665,17120,5802,1729,3980,0.43700000000000006,0.24100000000000002,0.779,25.7,8.7,2.6,6.0,16.6,0.047,-1.9,0.3,1
1068,Dave Magley,0,0,1982,28,CLE,University of Kansas,1,14,56,12,10,2,0.25,0.0,0.5,4.0,0.9,0.7,0.1,-0.1,-0.066,-8.9,-0.1,1
1069,Michael Wilson,0,0,1982,47,CLE,Marquette University,3,32,338,108,36,45,0.43799999999999994,0.0,0.75,10.6,3.4,1.1,1.4,0.3,0.038,-2.8,-0.1,1
1070,Reggie Hannah,0,0,1982,70,CLE,University of South Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1071,Terry White,0,0,1982,93,CLE,University of Texas at El Paso,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1072,Vince Reynolds,0,0,1982,116,CLE,University of South Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1073,Randy Reed,0,0,1982,139,CLE,Kansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1074,Monty Knight,0,0,1982,162,CLE,Virginia Commonwealth University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1075,Tony Hafley,0,0,1982,185,CLE,University of South Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1076,Durand Walker,0,0,1982,206,CLE,Marion College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1077,Marques Johnson,3,5,1977,3,MIL,"University of California, Los Angeles",11,691,23694,13892,4817,2502,0.518,0.152,0.7390000000000001,34.3,20.1,7.0,3.6,79.8,0.162,3.6,33.6,1
1078,Kent Benson,0,0,1977,1,MIL,Indiana University,11,680,15719,6168,3881,1203,0.493,0.20600000000000002,0.757,23.1,9.1,5.7,1.8,33.6,0.10300000000000001,0.9,11.3,1
1079,Ernie Grunfeld,0,0,1977,11,MIL,University of Tennessee,9,693,12916,5124,1815,1419,0.47700000000000004,0.337,0.77,18.6,7.4,2.6,2.0,25.0,0.09300000000000001,-0.8,3.9,1
1080,Glenn Williams,0,0,1977,27,MIL,St. John's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1081,Gary Yoder,0,0,1977,47,MIL,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1082,Lewis Brown,0,0,1977,69,MIL,"University of Nevada, Las Vegas",1,2,5,2,2,0,0.0,0.0,0.4,2.5,1.0,1.0,0.0,-0.1,-0.667,-38.4,0.0,1
1083,Chuck Goodyear,0,0,1977,113,MIL,Miami University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1084,Ron Bostic,0,0,1977,134,MIL,University of Detroit Mercy,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1085,Larry Pikes,0,0,1977,154,MIL,University of Wisconsin-Milwaukee,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1086,George Johnson,0,0,1978,12,MIL,St. John's University,8,464,9878,4214,2610,817,0.46299999999999997,0.18899999999999997,0.779,21.3,9.1,5.6,1.8,14.1,0.068,-0.6,3.4,1
1087,Pat Cummings,0,0,1978,59,MIL,University of Cincinnati,12,683,14516,6529,3825,807,0.49700000000000005,0.0,0.737,21.3,9.6,5.6,1.2,22.6,0.075,-2.3,-1.0,1
1088,Otis Howard,0,0,1978,80,MIL,Austin Peay State University,1,14,113,59,41,5,0.429,0.0,0.478,8.1,4.2,2.9,0.4,0.2,0.064,-5.5,-0.1,1
1089,Russ Coleman,0,0,1978,103,MIL,University of the Pacific,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1090,Tom Zaligaris,0,0,1978,164,MIL,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1091,Gary Rosenberger,0,0,1978,182,MIL,Marquette University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1092,Tom Anderson,0,0,1978,196,MIL,University of Wisconsin-Green Bay,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1093,Sidney Moncrief,5,5,1979,5,MIL,University of Arkansas,11,767,23150,11931,3575,2793,0.502,0.284,0.831,30.2,15.6,4.7,3.6,90.3,0.187,3.8,33.9,1
1094,Edgar Jones,0,0,1979,31,MIL,"University of Nevada, Reno",6,363,6960,3257,1745,331,0.506,0.262,0.71,19.2,9.0,4.8,0.9,15.0,0.10300000000000001,-0.4,2.7,1
1095,Larry Gibson,0,0,1979,52,MIL,University of Maryland,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1096,Eugene Robinson,0,0,1979,69,MIL,University of Louisiana at Monroe,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1097,Derrick Mayes,0,0,1979,116,MIL,Illinois State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1098,Stan Ray,0,0,1979,138,MIL,"California State University, Fullerton",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1099,Larry Spicer,0,0,1979,156,MIL,University of Alabama at Birmingham,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1100,Roger Lapham,0,0,1979,174,MIL,University of Maine,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1101,Chris Fahrbach,0,0,1979,193,MIL,University of North Dakota,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1102,Ken Jones,0,0,1980,109,MIL,Virginia Commonwealth University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1103,Al Beal,0,0,1980,63,MIL,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1104,Jeff Wolf,0,0,1980,86,MIL,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1105,Alex Gilbert,0,0,1980,132,MIL,Indiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1106,Ron White,0,0,1980,155,MIL,Furman University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1107,Keith Valentine,0,0,1980,174,MIL,Virginia Union University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1108,Del Yarbrough,0,0,1980,194,MIL,Illinois State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1109,Melvin Crayton,0,0,1980,210,MIL,Alabama State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1110,Alton Lister,0,0,1981,21,MIL,Arizona State University,16,953,18965,6298,5996,914,0.512,0.111,0.597,19.9,6.6,6.3,1.0,36.6,0.09300000000000001,-0.3,7.9,1
1111,Mark Smith,0,0,1981,67,MIL,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1112,Kris Anderson,0,0,1981,90,MIL,Florida State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1113,Kelvin Troy,0,0,1981,113,MIL,Rutgers University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1114,Jo Jo Hunter,0,0,1981,136,MIL,University of Colorado,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1115,Lewis Latimore,0,0,1981,159,MIL,University of Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1116,Mike Brkovich,0,0,1981,181,MIL,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1117,Chip Rucker,0,0,1981,201,MIL,Northeastern University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1118,Artie Green,0,0,1981,221,MIL,Marquette University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1119,Paul Pressey,0,0,1982,20,MIL,University of Tulsa,11,724,19659,7664,2798,3715,0.485,0.222,0.7490000000000001,27.2,10.6,3.9,5.1,49.0,0.12,2.4,22.0,1
1120,Fred Roberts,0,0,1982,27,MIL,Brigham Young University,13,818,14703,5962,2308,977,0.502,0.325,0.7959999999999999,18.0,7.3,2.8,1.2,26.2,0.086,-1.6,1.7,1
1121,Jerry Beck,0,0,1982,89,MIL,Middle Tennessee State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1122,Tony Carr,0,0,1982,135,MIL,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1123,Bobby Austin,0,0,1982,158,MIL,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1124,Bryan Leonard,0,0,1982,181,MIL,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1125,Robert Tate,0,0,1982,202,MIL,Idaho State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1126,Bob Coenen,0,0,1982,223,MIL,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1127,Mike Davis,0,0,1983,42,MIL,University of Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1128,Randy Breuer,0,0,1983,18,MIL,University of Minnesota,11,681,12499,4599,2986,616,0.467,0.0,0.628,18.4,6.8,4.4,0.9,20.9,0.08,-1.2,2.5,1
